movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres
diary of the dead,George A. Romero,Megan Park,Shawn Roberts,Joe Dinicol,Horror
lage raho munna bhai,Rajkumar Hirani,Vidya Balan,Sanjay Dutt,Jimmy Shergill,Comedy Drama Romance
ulee's gold,Victor Nunez,Peter Fonda,Patricia Richardson,Vanessa Zima,Drama
the black stallion,Carroll Ballard,Teri Garr,Kelly Reno,Hoyt Axton,Adventure Family Sport
sardaar ji,Rohit Jugraj,Bhavkhandan Singh Rakhra,Neeru Bajwa,Diljit Dosanjh,Romance
journey to saturn,Thorbjørn Christoffersen,Iben Hjejle,Frank Hvam,Casper Christensen,Action Adventure Animation Comedy Sci-Fi
donovan's reef,John Ford,Lee Marvin,Cesar Romero,Jack Warden,Adventure Comedy Romance
the dress,Alex van Warmerdam,Rijk de Gooyer,Ariane Schluter,Henri Garcin,Comedy Drama
a guy named joe,Victor Fleming,Spencer Tracy,Esther Williams,Irene Dunne,Drama Fantasy Romance War
blazing saddles,Mel Brooks,Madeline Kahn,David Huddleston,Harvey Korman,Comedy Western
friday the 13th: the final chapter,Joseph Zito,Judie Aronson,Tom Everett,Kimberly Beck,Horror Thriller
ida,Pawel Pawlikowski,Joanna Kulig,Agata Trzebuchowska,Agata Kulesza,Drama
maurice,James Ivory,Rupert Graves,Denholm Elliott,Simon Callow,Drama Romance
beer league,Frank Sebastiano,Joe Lo Truglio,Laurie Metcalf,Seymour Cassel,Comedy Sport
the astronaut's wife,Rand Ravich,Johnny Depp,Charlize Theron,Clea DuVall,Drama Sci-Fi Thriller
riding giants,Stacy Peralta,Gerry Lopez,Gabrielle Reece,Laird John Hamilton,Documentary History Sport
timecrimes,Nacho Vigalondo,Karra Elejalde,Nacho Vigalondo,Bárbara Goenaga,Horror Mystery Sci-Fi Thriller
silver medallist,Hao Ning,Jack Kao,Bo Huang,Zheng Xu,Action Adventure Comedy
timber falls,Tony Giglio,Brianna Brown,Nick Searcy,Beth Broderick,Horror Thriller
singin' in the rain,Stanley Donen,Rita Moreno,Debbie Reynolds,Cyd Charisse,Comedy Musical Romance
"fat, sick & nearly dead",Joe Cross,Joe Cross,Joel Fuhrman,Amy Badberg,Documentary
a haunted house,Michael Tiddes,Essence Atkins,Alanna Ubach,J.B. Smoove,Comedy Fantasy
2016: obama's america,Dinesh D'Souza,Barack Obama,Zackary Steven Graham,Dinesh D'Souza,Documentary
halloween ii,Rob Zombie,Scout Taylor-Compton,Tyler Mane,Margot Kidder,Horror
that thing you do!,Tom Hanks,Tom Hanks,Charlize Theron,Ethan Embry,Comedy Drama Music
halloween iii: season of the witch,Tommy Lee Wallace,Tom Atkins,Dan O'Herlihy,Nancy Kyes,Horror Mystery Sci-Fi
escape from the planet of the apes,Don Taylor,Roddy McDowall,M. Emmet Walsh,Sal Mineo,Action Sci-Fi
hud,Martin Ritt,Patricia Neal,Melvyn Douglas,Whit Bissell,Drama
kevin hart: let me explain,Leslie Small,David Jason Perez,La'Princess Jackson,Dana Hanna,Comedy Documentary
my own private idaho,Gus Van Sant,Keanu Reeves,Udo Kier,Flea,Drama
garden state,Zach Braff,Armando Riesco,Michael Weston,Jill Flint,Comedy Drama Romance
before sunrise,Richard Linklater,Hanno Pöschl,Hans Weingartner,Dominik Castell,Drama Romance
sur le seuil,Éric Tessier,Patrick Huard,Michel Côté,Jean Pierre Bergeron,Action Drama Horror Thriller
jesus' son,Alison Maclean,Billy Crudup,Samantha Morton,Mark Webber,Drama
saving face,Alice Wu,Joan Chen,Ato Essandoh,Jessica Hecht,Comedy Drama Romance
brick lane,Sarah Gavron,Satish Kaushik,Christopher Simpson,Tannishtha Chatterjee,Drama
robot & frank,Jake Schreier,Frank Langella,Joshua Ormond,Ana Gasteyer,Comedy Crime Drama Sci-Fi
my life without me,Isabel Coixet,Sarah Polley,Julian Richings,Amanda Plummer,Drama Romance
the spectacular now,James Ponsoldt,Shailene Woodley,Jennifer Jason Leigh,Dayo Okeniyi,Comedy Drama Romance
marilyn hotchkiss' ballroom dancing and charm school,Randall Miller,William Hurt,Elden Henson,Michael Bower,Comedy Family Musical Romance Short
religulous,Larry Charles,Bill Maher,Tal Bachman,Steve Burg,Comedy Documentary War
fuel,Joshua Tickell,Larry David,Sheryl Crow,George W. Bush,Documentary
valley of the heart's delight,Tim Boxell,Bruce McGill,Diana Scarwid,Tom Bower,Drama
dodgeball: a true underdog story,Rawson Marshall Thurber,Gary Cole,Stephen Root,Joel David Moore,Comedy Sport
eye of the dolphin,Michael D. Sellers,Katharine Ross,Carly Schroeder,George Harris,Comedy Drama Family
8: the mormon proposition,Reed Cowan,Dustin Lance Black,Emily Pearson,Gavin Newsom,Documentary
the other end of the line,James Dodson,Larry Miller,Anupam Kher,Shriya Saran,Comedy Drama Romance
anatomy,Stefan Ruzowitzky,Benno Fürmann,Rüdiger Vogler,Sebastian Blomberg,Horror Thriller
sleep dealer,Alex Rivera,Leonor Varela,Jacob Vargas,Tenoch Huerta,Drama Romance Sci-Fi Thriller
super,James Gunn,Linda Cardellini,Rainn Wilson,Paul T. Taylor,Comedy Crime Drama
christmas mail,John Murlowski,Ashley Scott,Piper Mackenzie Harris,Lochlyn Munro,Comedy Drama Family Romance
stung,Benni Diez,Clifton Collins Jr.,Cecilia Pillado,David Masterson,Comedy Horror
antibirth,Danny Perez,Natasha Lyonne,Emmanuel Kabongo,Mark Webber,Horror
get on the bus,Spike Lee,Bernie Mac,Harry Lennix,Andre Braugher,Drama History
thr3e,Robby Henson,Marc Blucas,Max Ryan,Justine Waddell,Drama Horror Mystery Thriller
idiocracy,Mike Judge,Anthony 'Citric' Campos,Patrick Fischler,David Herman,Adventure Comedy Sci-Fi
the rise of the krays,Zackary Adler,Simon Merrells,Kevin Leslie,Kris Sommerville,Crime Drama
this is england,Shane Meadows,Stephen Graham,Joseph Gilgun,Jack O'Connell,Crime Drama
alien uprising,Dominic Burns,Julian Glover,Sean Pertwee,Bianca Brigitte VanDamme,Comedy Sci-Fi
bathing beauty,George Sidney,Esther Williams,Basil Rathbone,Red Skelton,Comedy Musical
go for it!,Carmen Marron,Jossara Jinaro,Aimee Garcia,Rene Rosado,Drama Musical
"dancer, texas pop. 81",Tim McCanlies,Ethan Embry,Michael O'Neill,Alexandra Holden,Comedy Drama Family
show boat,George Sidney,Agnes Moorehead,Ava Gardner,Howard Keel,Drama Family Musical Romance
redemption road,Mario Van Peebles,Tom Skerritt,Cinda McCain,Luke Perry,Drama
the calling,Jason Stone,Topher Grace,Ellen Burstyn,Christopher Heyerdahl,Thriller
the brave little toaster,Jerry Rees,Jon Lovitz,Phil Hartman,Mindy Sterling,Adventure Animation Comedy Family Fantasy Musical
fantasia,James Algar,Leopold Stokowski,Deems Taylor,unknown,Animation Family Fantasy Music
the french connection,William Friedkin,Roy Scheider,Fernando Rey,Tony Lo Bianco,Action Crime Drama Thriller
8 days,Jaco Booyens,Nicole Smolen,Sebastian Aguilar,Ivette Alvarez,Drama Thriller
friday the 13th part iii,Steve Miner,Richard Brooker,Dana Kimmell,Catherine Parks,Horror Thriller
friday the 13th: a new beginning,Danny Steinmann,Tiffany Helm,Melanie Kinnaman,Dominick Brascia,Horror Mystery Thriller
the last sin eater,Michael Landon Jr.,Henry Thomas,Louise Fletcher,A.J. Buckley,Drama
do you believe?,Jon Gunn,Alexa PenaVega,Delroy Lindo,Madison Pettis,Drama
impact point,Hayley Cloake,Brian Austin Green,Kayla Ewell,Linden Ashby,Thriller
the valley of decision,Tay Garnett,Jessica Tandy,Greer Garson,Lionel Barrymore,Drama
eden,Shyam Madiraju,Jessica Lowndes,Ethan Peck,Brad Schmidt,Drama Thriller
chicken tikka masala,Harmage Singh Kalirai,Saeed Jaffrey,Zohra Segal,Shobu Kapoor,Comedy Drama Romance
always woodstock,Rita Merson,Ryan Guzman,James Wolk,Jason Ritter,Comedy Music Romance
jack brooks: monster slayer,Jon Knautz,Rachel Skarsten,Daniel Kash,Stefanie Drummond,Action Comedy Horror
the best years of our lives,William Wyler,Myrna Loy,Teresa Wright,Dana Andrews,Drama Romance War
bully,Larry Clark,Kelli Garner,Nick Stahl,Brad Renfro,Biography Crime Drama
elling,Petter Næss,Jørgen Langhelle,Per Christian Ellefsen,Sven Nordin,Comedy Drama
mi america,Robert Fontaine,Michael Derek,Arturo Castro,Brad Lee Wind,Crime Drama
[rec],Jaume Balagueró,Manuela Velasco,Pablo Rosso,Carlos Lasarte,Horror
lies in plain sight,Patricia Cardoso,Rosie Perez,Martha Higareda,Cheyenne Haynes,Drama
sharkskin,Dan Perri,Travis Myers,David Proval,Carmen Argenziano,Comedy Drama Mystery Romance Thriller
containment,Neil Mcenery-West,Walter Hendrix III,Michael Chapman,Louise Brealey,Horror Sci-Fi Thriller
the timber,Anthony O'Brien,James Ransone,Maria Doyle Kennedy,Shaun O'Hagan,Adventure Drama Western
from russia with love,Terence Young,Robert Shaw,Daniela Bianchi,Lois Maxwell,Action Adventure Thriller
the toxic avenger part ii,Michael Herz,Phoebe Legere,Jessica Dublin,Lisa Gaye,Action Comedy Horror Sci-Fi
in the heat of the night            ,unknown,Carroll O'Connor,Alan Autry,Crystal R. Fox,Crime Drama Mystery
sleeper,Woody Allen,Woody Allen,John Beck,Mews Small,Comedy Sci-Fi
it follows,David Robert Mitchell,Maika Monroe,Ruby Harris,Jake Weary,Horror Mystery
everything you always wanted to know about sex * but were afraid to ask,Woody Allen,Woody Allen,John Carradine,Lynn Redgrave,Comedy
to kill a mockingbird,Robert Mulligan,Robert Duvall,Brock Peters,William Windom,Crime Drama
mad max 2: the road warrior,George Miller,Vernon Wells,Bruce Spence,Kjell Nilsson,Action Adventure Sci-Fi Thriller
the legend of drunken master,Chia-Liang Liu,Andy Lau,Anita Mui,Ho-Sung Pak,Action Comedy
lolita,Stanley Kubrick,James Mason,Shelley Winters,Lois Maxwell,Crime Drama Romance
boys don't cry,Kimberly Peirce,Alicia Goranson,Brendan Sexton III,Jeannetta Arnette,Biography Crime Drama Romance
silent house,Chris Kentis,Eric Sheffer Stevens,Julia Taylor Ross,Adam Trese,Drama Horror Mystery Thriller
the lives of others,Florian Henckel von Donnersmarck,Sebastian Koch,Ulrich Mühe,Martina Gedeck,Drama Thriller
courageous,Alex Kendrick,Ben Davies,Alex Kendrick,T.C. Stallings,Drama
the hustler,Robert Rossen,George C. Scott,Jackie Gleason,Murray Hamilton,Drama Sport
boom town,Jack Conway,Hedy Lamarr,Spencer Tracy,Claudette Colbert,Adventure Drama Romance Western
the triplets of belleville,Sylvain Chomet,Michel Robin,Charles Linton,Béatrice Bonifassi,Animation Comedy Drama
smoke signals,Chris Eyre,Michael Greyeyes,Irene Bedard,Gary Farmer,Comedy Drama
american splendor,Shari Springer Berman,Josh Hutcherson,James Urbaniak,Daniel Tay,Biography Comedy Drama
before sunset,Richard Linklater,Vernon Dobtcheff,Albert Delpy,Marie Pillet,Drama Romance
amores perros,Alejandro G. Iñárritu,Adriana Barraza,Jorge Salinas,Goya Toledo,Drama Thriller
thirteen,Catherine Hardwicke,Holly Hunter,Sarah Clarke,Kip Pardue,Drama
gentleman's agreement,Elia Kazan,Dean Stockwell,Celeste Holm,John Garfield,Drama Romance
winter's bone,Debra Granik,Jennifer Lawrence,Shelley Waggener,Lauren Sweetser,Drama
touching the void,Kevin Macdonald,Nicholas Aaron,Brendan Mackey,Joe Simpson,Adventure Documentary Drama Sport
alexander's ragtime band,Henry King,Tyrone Power,Don Ameche,John Carradine,Drama Musical Romance
me and you and everyone we know,Miranda July,Najarra Townsend,Brad William Henke,Miranda July,Comedy Drama
inside job,Charles Ferguson,Matt Damon,George W. Bush,Barney Frank,Crime Documentary
we are your friends,Max Joseph,Vanessa Lengies,Emily Ratajkowski,Jonny Weston,Drama Music Romance
ghost dog: the way of the samurai,Jim Jarmusch,Henry Silva,Gano Grills,Richard Portnow,Action Crime Drama Thriller
harsh times,David Ayer,J.K. Simmons,Christian Bale,Noel Gugliemi,Action Crime Drama Thriller
captive,Jerry Jameson,David Oyelowo,Leonor Varela,Sydelle Noel,Crime Drama Thriller
full frontal,Steven Soderbergh,Julia Roberts,Enrico Colantoni,Blair Underwood,Comedy Romance
witchboard,Kevin Tenney,Kathleen Wilhoite,Tawny Kitaen,Rose Marie,Horror Mystery Thriller
strangers with candy            ,unknown,Stephen Colbert,Amy Sedaris,Maria Thayer,Comedy
hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,Drama
shortbus,John Cameron Mitchell,Sook-Yin Lee,Peter Stickles,Raphael Barker,Comedy Drama Romance
waltz with bashir,Ari Folman,Ari Folman,Ronny Dayag,Zahava Solomon,Animation Biography Documentary Drama History War
"the book of mormon movie, volume 1: the journey",Gary Rogers,Noah Danby,Kirby Heyborne,Bruce Newbold,Adventure
no end in sight,Charles Ferguson,Campbell Scott,Dick Cheney,Donald Rumsfeld,Documentary War
the diary of a teenage girl,Marielle Heller,Alexander Skarsgård,David Fine,Austin Lyon,Drama Romance
get real            ,unknown,Anne Hathaway,Jon Tenney,Debrah Farentino,Comedy Drama Romance
in the shadow of the moon,David Sington,John F. Kennedy,Buzz Aldrin,Neil Armstrong,Documentary History
meek's cutoff,Kelly Reichardt,Bruce Greenwood,Zoe Kazan,Shirley Henderson,Drama Western
inside deep throat,Fenton Bailey,Hugh M. Hefner,Bill Maher,Linda Lovelace,Biography Documentary History
dinner rush,Bob Giraldi,Danny Aiello,Manny Perez,Ajay Naidu,Crime Drama Romance
clockwatchers,Jill Sprecher,Alanna Ubach,Bob Balaban,Jamie Kennedy,Comedy Drama
the virginity hit,Huck Botko,Matt Bennett,Krysta Rodriguez,Zack Pearlman,Comedy
subway,Luc Besson,Christopher Lambert,Isabelle Adjani,Jean-Hugues Anglade,Comedy Drama Thriller
house of d,David Duchovny,Robin Williams,Mark Margolis,Frank Langella,Comedy Drama
teeth,Mitchell Lichtenstein,Jess Weixler,Nathan Parsons,John Hensley,Comedy Fantasy Horror Thriller
six-string samurai,Lance Mungia,Jeffrey Falcon,Stephane Gauger,Kim De Angelo,Action Adventure Comedy Drama Music Sci-Fi
hum to mohabbat karega,Kundan Shah,Karisma Kapoor,Bobby Deol,Shakti Kapoor,Action Comedy Romance Thriller
it's all gone pete tong,Michael Dowse,Paul Kaye,Neil Maskell,Kate Magowan,Biography Comedy Drama Music
saint john of las vegas,Hue Rhodes,Peter Dinklage,Steve Buscemi,Romany Malco,Comedy Drama
24 7: twenty four seven,Shane Meadows,Bob Hoskins,Annette Badland,Karl Collins,Comedy Drama Romance Sport
stonewall,Roland Emmerich,Jeremy Irvine,Caleb Landry Jones,Matt Craven,Drama
eureka            ,unknown,Joe Morton,Colin Ferguson,Salli Richardson-Whitfield,Comedy Drama Sci-Fi
roadside romeo,Jugal Hansraj,Saif Ali Khan,Sanjay Mishra,Javed Jaffrey,Animation Comedy Family Romance
this thing of ours,Danny Provenzano,Vincent Pastore,Frank Vincent,Chuck Zito,Crime Drama
the lost medallion: the adventures of billy stone,Bill Muir,Alex Kendrick,Jansen Panettiere,Tiya Sircar,Adventure Family Fantasy
the last five years,Richard LaGravenese,Anna Kendrick,Jeremy Jordan,Charly Bivona,Comedy Drama Musical Romance
the missing person,Noah Buschel,Merritt Wever,Amy Ryan,Paul Adelstein,Drama
return of the living dead iii,Brian Yuzna,Melinda Clarke,Kent McCord,Sarah Douglas,Horror Romance Sci-Fi
london,Hunter Richards,Jason Statham,Chris Evans,Dane Cook,Drama Romance
sherrybaby,Laurie Collyer,Brad William Henke,Kate Burton,Michelle Hurst,Drama
stealing harvard,Bruce McCulloch,Martin Starr,Megan Mullally,Chris Penn,Comedy Crime
circle,Aaron Hann,Jordi Vilasuso,Michael McLafferty,Kaiwi Lyman-Mersereau,Drama Horror Mystery Sci-Fi Thriller
eden lake,James Watkins,Michael Fassbender,Jack O'Connell,Lorraine Stanley,Horror Thriller
plush,Catherine Hardwicke,Frances Fisher,James Kyson,Marlene Forte,Thriller
vampire killers,Phil Claydon,MyAnna Buring,James Corden,Silvia Colloca,Action Comedy Fantasy Horror
gangster's paradise: jerusalema,Ralph Ziman,Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs,Action Crime Drama
freeze frame,John Simpson,Colin Salmon,Lee Evans,Ian McNeice,Crime Drama Thriller
grave encounters,Colin Minihan,Mackenzie Gray,Sean Rogerson,Ashleigh Gryzko,Horror
stitches,Conor McMahon,Peter McQuinn,Tommy Knight,Jemma Curran,Comedy Horror
nine dead,Chris Shadley,Daniel Baldwin,William Lee Scott,Marc Macaulay,Crime Drama Horror Mystery Thriller
"to be frank, sinatra at 100",Simon Napier-Bell,Alice Cooper,Tim Rice,Louis Walsh,Documentary
bananas,Woody Allen,Woody Allen,Charlotte Rae,Louise Lasser,Comedy
supercapitalist,Simon Yin,Paul Sheehan,Linus Roache,Kathy Uyen,Thriller
rockaway,Jeff Crook,Nicholas Gonzalez,Mario Cimarro,Ricardo Chavira,Action Crime Drama Thriller
wings            ,unknown,Steven Weber,Tim Daly,Amy Yasbeck,Comedy Drama
the lady from shanghai,Orson Welles,Rita Hayworth,Everett Sloane,Ted de Corsia,Crime Drama Film-Noir Mystery Thriller
no man's land: the rise of reeker,Dave Payne,Mircea Monroe,Lew Temple,Robert Pine,Horror Thriller
highway,James Cox,Jake Gyllenhaal,M.C. Gainey,Mark Rolston,Crime Drama
small apartments,Jonas Åkerlund,Noel Gugliemi,Saffron Burrows,Matt Lucas,Comedy Crime Drama
coffee town,Brad Copeland,Sunil Narkar,Ben Schwartz,Glenn Howerton,Comedy
the ghastly love of johnny x,Paul Bunnell,Kate Maberly,Kevin McCarthy,Paul Williams,Comedy Fantasy Musical Sci-Fi
all is bright,Phil Morrison,Sally Hawkins,Curtiss Cook,Peter Hermann,Comedy Drama
the torture chamber of dr. sadism,Harald Reinl,Christopher Lee,Lex Barker,Karin Dor,Horror Mystery
straight a's,James Cox,Jon Mack,Powers Boothe,Josh Meyers,Comedy Drama
a funny thing happened on the way to the forum,Richard Lester,Buster Keaton,Zero Mostel,Phil Silvers,Comedy Musical
slacker uprising,Michael Moore,Michael Moore,Eddie Vedder,Steve Earle,Documentary
the legend of hell's gate: an american conspiracy,Tanner Beard,William McNamara,Kevin Alejandro,Glenn Morshower,Action Adventure History Western
the walking deceased,Scott Dow,Trenton Rostedt,Wray Crawford,Dave Sheridan,Comedy Horror
the curse of downers grove,Derick Martini,Kevin Zegers,Bella Heathcote,Tom Arnold,Drama Horror Mystery Thriller
shark lake,Jerry Dugan,Melissa Bolona,Michael Aaron Milligan,James Chalke,Thriller
river's edge,Tim Hunter,Keanu Reeves,Daniel Roebuck,Ione Skye,Crime Drama
northfork,Michael Polish,Peter Coyote,Anthony Edwards,Jon Gries,Drama Fantasy
the marine 4: moving target,William Kaufman,Paul McGillion,Mike 'The Miz' Mizanin,David Lewis,Action Thriller
buried,Rodrigo Cortés,Ryan Reynolds,Samantha Mathis,Erik Palladino,Drama Mystery Thriller
submarine,Richard Ayoade,Craig Roberts,Paddy Considine,Sally Hawkins,Comedy Drama Romance
the square,Jehane Noujaim,Khalid Abdalla,Ahmed Hassan,Aida Elkashef,Documentary Drama History News
one to another,Pascal Arnold,Karl E. Landler,Lizzie Brocheré,Pierre Perrier,Drama
carrie,Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday,Drama Fantasy Horror
abcd (any body can dance),Remo,Lauren Gottlieb,Remo,Prabhudheva,Drama Musical
a nightmare on elm street,Wes Craven,Johnny Depp,Lin Shaye,Amanda Wyss,Horror
man on wire,James Marsh,Paul McGill,Philippe Petit,Jean-Louis Blondeau,Biography Crime Documentary History Thriller
abandoned,John Laing,Siobhan Marshall,Peter Feeney,Rachel Nash,Drama
brotherly love,Jamal Hill,Logan Browning,Adam Ratcliffe,Faizon Love,Drama
the last exorcism,Daniel Stamm,Caleb Landry Jones,Ashley Bell,Patrick Fabian,Drama Horror Thriller
nowhere boy,Sam Taylor-Johnson,Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff,Biography Drama Music
a streetcar named desire,Elia Kazan,Marlon Brando,Karl Malden,Kim Hunter,Drama
dr. strangelove or: how i learned to stop worrying and love the bomb,Stanley Kubrick,George C. Scott,Slim Pickens,Keenan Wynn,Comedy
el crimen del padre amaro,Carlos Carrera,Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.,Drama Romance
beasts of the southern wild,Benh Zeitlin,Quvenzhané Wallis,Gina Montana,Dwight Henry,Drama Fantasy
battle for the planet of the apes,J. Lee Thompson,Roddy McDowall,Paul Williams,Claude Akins,Action Sci-Fi
songcatcher,Maggie Greenwald,Aidan Quinn,David Patrick Kelly,Jane Adams,Drama Music
higher ground,Vera Farmiga,Donna Murphy,Bill Irwin,Michael Chernus,Drama
vaalu,Vijay Chandar,Hansika Motwani,T.R. Silambarasan,Brahmanandam,Comedy Romance
the greatest movie ever sold,Morgan Spurlock,Quentin Tarantino,J.J. Abrams,Donald Trump,Comedy Documentary
ed and his dead mother,Jonathan Wacks,Steve Buscemi,Gary Farmer,Jon Gries,Comedy Horror
travelers and magicians,Khyentse Norbu,Tshewang Dendup,Lhakpa Dorji,Sonam Kinga,Adventure Drama
hang 'em high,Ted Post,Clint Eastwood,Bruce Dern,Alan Hale Jr.,Western
deadline - u.s.a.,Richard Brooks,Humphrey Bogart,Jim Backus,Kim Hunter,Crime Drama Film-Noir
sublime,Tony Krantz,George Newbern,Tom Cavanagh,Cas Anvar,Horror Thriller
a beginner's guide to snuff,Mitchell Altieri,Kimberley Crossman,Luke Edwards,Bree Williamson,Comedy Horror Thriller
independence daysaster,W.D. Hogan,Tom Everett Scott,Keenan Tracey,Nicholas Carella,Action Sci-Fi
dysfunctional friends,Corey Grant,Christian Keyes,Essence Atkins,Tatyana Ali,Comedy Drama
run lola run,Tom Tykwer,Moritz Bleibtreu,Ludger Pistor,Armin Rohde,Crime Drama
may,Lucky McKee,James Duval,Will Estes,Nora Zehetner,Drama Horror
against the wild,Richard Boddington,Natasha Henstridge,CJ Adams,Erin Pitt,Adventure Family
living dark: the story of ted the caver,David Hunt,Matthew Alan,Chris Cleveland,Circus-Szalewski,Horror
under the same moon,Patricia Riggen,America Ferrera,Eugenio Derbez,Kate del Castillo,Adventure Drama
conquest of the planet of the apes,J. Lee Thompson,Roddy McDowall,Gordon Jump,John Randolph,Action Sci-Fi
in the bedroom,Todd Field,Tom Wilkinson,Sissy Spacek,Karen Allen,Crime Drama
i spit on your grave,Steven R. Monroe,Sarah Butler,Chad Lindberg,Daniel Franzese,Horror Thriller
"happy, texas",Mark Illsley,Ally Walker,Illeana Douglas,Jeremy Northam,Comedy Crime Romance
my summer of love,Pawel Pawlikowski,Paddy Considine,Natalie Press,Dean Andrews,Drama Romance
the lunchbox,Ritesh Batra,Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey,Drama Romance
yes,Sally Potter,Shirley Henderson,Joan Allen,Stephanie Leonidas,Drama Romance
you can't take it with you,Frank Capra,Jean Arthur,Ann Miller,Lionel Barrymore,Comedy Drama Romance
from here to eternity,Fred Zinnemann,Montgomery Clift,Donna Reed,Deborah Kerr,Drama Romance War
she wore a yellow ribbon,John Ford,Harry Carey Jr.,Ben Johnson,Victor McLaglen,Western
grace unplugged,Brad J. Silverman,Shawnee Smith,Michael Welch,Anthony Reynolds,Drama Music
foolish,Dave Meyers,Eddie Griffin,Clifton Powell,Marla Gibbs,Comedy Drama
n-secure,David M. Matthews,Essence Atkins,Lamman Rucker,Tempestt Bledsoe,Crime Drama Thriller
caramel,Nadine Labaki,Yasmine Al Massri,Adel Karam,Nadine Labaki,Comedy Drama Romance
out of the dark,Lluís Quílez,Stephen Rea,Pixie Davies,Alejandro Furth,Horror Thriller
the bubble,Eytan Fox,Ohad Knoller,Lior Ashkenazi,Yousef 'Joe' Sweid,Comedy Drama Romance
the conversation,Francis Ford Coppola,Harrison Ford,Teri Garr,Cindy Williams,Drama Mystery Thriller
dil jo bhi kahey...,Romesh Sharma,Annabelle Wallis,Revathy,Bhoomika Chawla,Romance
mississippi mermaid,François Truffaut,Catherine Deneuve,Jean-Paul Belmondo,Michel Bouquet,Crime Drama Romance
i love your work,Adam Goldberg,Judy Greer,Marisa Coughlan,Nicky Katt,Drama Mystery
cabin fever,Travis Zariwny,Dustin Ingram,Gage Golightly,Samuel Davis,Horror
dawn of the dead,Zack Snyder,Ty Burrell,Kevin Zegers,Mekhi Phifer,Action Horror Thriller
waitress,Adrienne Shelly,Lew Temple,Cheryl Hines,Eddie Jemison,Comedy Drama Romance
bloodsport,Newt Arnold,Bolo Yeung,Donald Gibb,Ken Siu,Action Biography Drama Sport
mr. smith goes to washington,Frank Capra,Claude Rains,Jean Arthur,Thomas Mitchell,Comedy Drama
kids,Larry Clark,Rosario Dawson,Leo Fitzpatrick,Justin Pierce,Drama
the squid and the whale,Noah Baumbach,William Baldwin,Elizabeth Meriwether,Owen Kline,Comedy Drama
kissing jessica stein,Charles Herman-Wurmfeld,Scott Cohen,Jennifer Westfeldt,Brian Stepanek,Comedy Drama Romance
"a woman, a gun and a noodle shop",Yimou Zhang,Honglei Sun,Ni Yan,Dahong Ni,Comedy Drama
kickboxer: vengeance,John Stockwell,Matthew Ziff,T.J. Storm,Sam Medina,Action
spellbound,Alfred Hitchcock,Norman Lloyd,Rhonda Fleming,Leo G. Carroll,Film-Noir Mystery Romance Thriller
exotica,Atom Egoyan,Bruce Greenwood,Mia Kirshner,Sarah Polley,Drama Mystery Romance
buffalo '66,Vincent Gallo,Anjelica Huston,Vincent Gallo,Jan-Michael Vincent,Comedy Crime Drama Romance
insidious,James Wan,Lin Shaye,Barbara Hershey,Philip Friedman,Fantasy Horror Mystery Thriller
repo man,Alex Cox,Del Zamora,Tracey Walter,Miguel Sandoval,Comedy Crime Sci-Fi Thriller
nine queens,Fabián Bielinsky,Ricardo Darín,Gastón Pauls,Leticia Brédice,Crime Drama Thriller
the gatekeepers,Dror Moreh,Ami Ayalon,Yuval Diskin,Yaakov Peri,Documentary War
the ballad of jack and rose,Rebecca Miller,Beau Bridges,Susanna Thompson,Ryan McDonald,Drama
the to do list,Maggie Carey,Donald Glover,Alia Shawkat,Scott Porter,Comedy Romance
killing zoe,Roger Avary,Eric Stoltz,Salvator Xuereb,Jean-Hugues Anglade,Crime Drama Thriller
the believer,Henry Bean,Ryan Gosling,Theresa Russell,Summer Phoenix,Drama
snow angels,David Gordon Green,Michael Angarano,Connor Paolo,Tom Noonan,Drama Romance
unsullied,Simeon Rice,Ward G. Smith,Lisa Brave,Malone Thomas,Action Horror Thriller
session 9,Brad Anderson,Paul Guilfoyle,Brendan Sexton III,Larry Fessenden,Horror Mystery
i want someone to eat cheese with,Jeff Garlin,Jessy Schram,Jeff Garlin,Joey Slotnick,Comedy Romance
mooz-lum,Qasim Basir,Dorian Missick,Nia Long,Evan Ross,Drama Family
hatchet,Adam Green,Joel David Moore,Kane Hodder,Joel Murray,Comedy Horror
modern times,Charles Chaplin,Paulette Goddard,Stanley Blystone,Fred Malatesta,Comedy Drama Family
stolen summer,Pete Jones,Brian Dennehy,Aidan Quinn,Bonnie Hunt,Drama
my name is bruce,Bruce Campbell,Ted Raimi,Dan Hicks,Timothy Patrick Quill,Comedy Fantasy
the salon,Mark Brown,Vivica A. Fox,Monica Calhoun,Garrett Morris,Comedy Drama
road hard,Adam Carolla,Jay Mohr,Jim O'Heir,David Alan Grier,Comedy
forty shades of blue,Ira Sachs,Rip Torn,Jenny O'Hara,Darren E. Burrows,Drama Music Romance
amigo,John Sayles,Brian Lee Franklin,John Arcilla,Ronnie Lazaro,Drama War
